doc_id,category,title,document_part,term,term_count,total_terms,tf,df,idf,tfidf_score
57,web application,LCZ Generator: a web application to create Local Climate Zone maps,title,create,1,9,0.1111111111111111,2,2.0,0.2222222222222222
57,web application,LCZ Generator: a web application to create Local Climate Zone maps,title,local,1,9,0.1111111111111111,2,2.0,0.2222222222222222
57,web application,LCZ Generator: a web application to create Local Climate Zone maps,title,climate,1,9,0.1111111111111111,2,2.0,0.2222222222222222
57,web application,LCZ Generator: a web application to create Local Climate Zone maps,title,zone,1,9,0.1111111111111111,1,2.3010299956639813,0.2556699995182201
57,web application,LCZ Generator: a web application to create Local Climate Zone maps,title,maps,1,9,0.1111111111111111,2,2.0,0.2222222222222222
57,web application,LCZ Generator: a web application to create Local Climate Zone maps,abstract,paper,1,19,0.05263157894736842,4,1.6989700043360187,0.08941947391242204
57,web application,LCZ Generator: a web application to create Local Climate Zone maps,abstract,performance,1,19,0.05263157894736842,5,1.6020599913279623,0.08431894691199801
57,web application,LCZ Generator: a web application to create Local Climate Zone maps,abstract,lcz,1,19,0.05263157894736842,1,2.3010299956639813,0.12110684187705163
57,web application,LCZ Generator: a web application to create Local Climate Zone maps,abstract,generator,1,19,0.05263157894736842,1,2.3010299956639813,0.12110684187705163
57,web application,LCZ Generator: a web application to create Local Climate Zone maps,abstract,web,1,19,0.05263157894736842,49,0.6108339156354675,0.032149153454498286
57,web application,LCZ Generator: a web application to create Local Climate Zone maps,abstract,application,1,19,0.05263157894736842,35,0.7569619513137056,0.039840102700721344
57,web application,LCZ Generator: a web application to create Local Climate Zone maps,abstract,demonstrated,1,19,0.05263157894736842,1,2.3010299956639813,0.12110684187705163
57,web application,LCZ Generator: a web application to create Local Climate Zone maps,abstract,via,1,19,0.05263157894736842,6,1.5228787452803376,0.08015151290949145
57,web application,LCZ Generator: a web application to create Local Climate Zone maps,abstract,three,2,19,0.10526315789473684,1,2.3010299956639813,0.24221368375410327
57,web application,LCZ Generator: a web application to create Local Climate Zone maps,abstract,new,1,19,0.05263157894736842,10,1.3010299956639813,0.06847526292968321
57,web application,LCZ Generator: a web application to create Local Climate Zone maps,abstract,ta,1,19,0.05263157894736842,1,2.3010299956639813,0.12110684187705163
57,web application,LCZ Generator: a web application to create Local Climate Zone maps,abstract,samples,1,19,0.05263157894736842,1,2.3010299956639813,0.12110684187705163
57,web application,LCZ Generator: a web application to create Local Climate Zone maps,abstract,compiled,1,19,0.05263157894736842,2,2.0,0.10526315789473684
57,web application,LCZ Generator: a web application to create Local Climate Zone maps,abstract,student,1,19,0.05263157894736842,2,2.0,0.10526315789473684
57,web application,LCZ Generator: a web application to create Local Climate Zone maps,abstract,assistants,1,19,0.05263157894736842,1,2.3010299956639813,0.12110684187705163
57,web application,LCZ Generator: a web application to create Local Climate Zone maps,abstract,ruhr,1,19,0.05263157894736842,1,2.3010299956639813,0.12110684187705163
57,web application,LCZ Generator: a web application to create Local Climate Zone maps,abstract,university,1,19,0.05263157894736842,1,2.3010299956639813,0.12110684187705163
57,web application,LCZ Generator: a web application to create Local Climate Zone maps,abstract,bochum,1,19,0.05263157894736842,1,2.3010299956639813,0.12110684187705163
58,web application,"Tree Visualization By One Table (tvBOT): a web application for visualizing, modifying and annotating phylogenetic trees",title,tree,1,12,0.08333333333333333,2,2.0,0.16666666666666666
58,web application,"Tree Visualization By One Table (tvBOT): a web application for visualizing, modifying and annotating phylogenetic trees",title,visualization,1,12,0.08333333333333333,2,2.0,0.16666666666666666
58,web application,"Tree Visualization By One Table (tvBOT): a web application for visualizing, modifying and annotating phylogenetic trees",title,one,1,12,0.08333333333333333,4,1.6989700043360187,0.14158083369466823
58,web application,"Tree Visualization By One Table (tvBOT): a web application for visualizing, modifying and annotating phylogenetic trees",title,table,1,12,0.08333333333333333,1,2.3010299956639813,0.19175249963866509
58,web application,"Tree Visualization By One Table (tvBOT): a web application for visualizing, modifying and annotating phylogenetic trees",title,tvbot,1,12,0.08333333333333333,1,2.3010299956639813,0.19175249963866509
58,web application,"Tree Visualization By One Table (tvBOT): a web application for visualizing, modifying and annotating phylogenetic trees",title,web,1,12,0.08333333333333333,49,0.6108339156354675,0.050902826302955624
58,web application,"Tree Visualization By One Table (tvBOT): a web application for visualizing, modifying and annotating phylogenetic trees",title,application,1,12,0.08333333333333333,35,0.7569619513137056,0.06308016260947547
58,web application,"Tree Visualization By One Table (tvBOT): a web application for visualizing, modifying and annotating phylogenetic trees",title,visualizing,1,12,0.08333333333333333,1,2.3010299956639813,0.19175249963866509
58,web application,"Tree Visualization By One Table (tvBOT): a web application for visualizing, modifying and annotating phylogenetic trees",title,modifying,1,12,0.08333333333333333,1,2.3010299956639813,0.19175249963866509
58,web application,"Tree Visualization By One Table (tvBOT): a web application for visualizing, modifying and annotating phylogenetic trees",title,annotating,1,12,0.08333333333333333,1,2.3010299956639813,0.19175249963866509
58,web application,"Tree Visualization By One Table (tvBOT): a web application for visualizing, modifying and annotating phylogenetic trees",title,phylogenetic,1,12,0.08333333333333333,1,2.3010299956639813,0.19175249963866509
58,web application,"Tree Visualization By One Table (tvBOT): a web application for visualizing, modifying and annotating phylogenetic trees",title,trees,1,12,0.08333333333333333,1,2.3010299956639813,0.19175249963866509
58,web application,"Tree Visualization By One Table (tvBOT): a web application for visualizing, modifying and annotating phylogenetic trees",abstract,tvbot,1,18,0.05555555555555555,1,2.3010299956639813,0.12783499975911006
58,web application,"Tree Visualization By One Table (tvBOT): a web application for visualizing, modifying and annotating phylogenetic trees",abstract,user,1,18,0.05555555555555555,11,1.2596373105057561,0.06997985058365311
58,web application,"Tree Visualization By One Table (tvBOT): a web application for visualizing, modifying and annotating phylogenetic trees",abstract,friendly,1,18,0.05555555555555555,2,2.0,0.1111111111111111
58,web application,"Tree Visualization By One Table (tvBOT): a web application for visualizing, modifying and annotating phylogenetic trees",abstract,efficient,2,18,0.1111111111111111,1,2.3010299956639813,0.2556699995182201
58,web application,"Tree Visualization By One Table (tvBOT): a web application for visualizing, modifying and annotating phylogenetic trees",abstract,web,1,18,0.05555555555555555,49,0.6108339156354675,0.03393521753530375
58,web application,"Tree Visualization By One Table (tvBOT): a web application for visualizing, modifying and annotating phylogenetic trees",abstract,application,1,18,0.05555555555555555,35,0.7569619513137056,0.04205344173965031
58,web application,"Tree Visualization By One Table (tvBOT): a web application for visualizing, modifying and annotating phylogenetic trees",abstract,visualizing,1,18,0.05555555555555555,1,2.3010299956639813,0.12783499975911006
58,web application,"Tree Visualization By One Table (tvBOT): a web application for visualizing, modifying and annotating phylogenetic trees",abstract,modifying,1,18,0.05555555555555555,1,2.3010299956639813,0.12783499975911006
58,web application,"Tree Visualization By One Table (tvBOT): a web application for visualizing, modifying and annotating phylogenetic trees",abstract,annotating,1,18,0.05555555555555555,1,2.3010299956639813,0.12783499975911006
58,web application,"Tree Visualization By One Table (tvBOT): a web application for visualizing, modifying and annotating phylogenetic trees",abstract,phylogenetic,1,18,0.05555555555555555,1,2.3010299956639813,0.12783499975911006
58,web application,"Tree Visualization By One Table (tvBOT): a web application for visualizing, modifying and annotating phylogenetic trees",abstract,trees,1,18,0.05555555555555555,1,2.3010299956639813,0.12783499975911006
58,web application,"Tree Visualization By One Table (tvBOT): a web application for visualizing, modifying and annotating phylogenetic trees",abstract,highly,1,18,0.05555555555555555,2,2.0,0.1111111111111111
58,web application,"Tree Visualization By One Table (tvBOT): a web application for visualizing, modifying and annotating phylogenetic trees",abstract,data,1,18,0.05555555555555555,28,0.853871964321762,0.047437331351209
58,web application,"Tree Visualization By One Table (tvBOT): a web application for visualizing, modifying and annotating phylogenetic trees",abstract,preparation,1,18,0.05555555555555555,2,2.0,0.1111111111111111
58,web application,"Tree Visualization By One Table (tvBOT): a web application for visualizing, modifying and annotating phylogenetic trees",abstract,without,1,18,0.05555555555555555,1,2.3010299956639813,0.12783499975911006
58,web application,"Tree Visualization By One Table (tvBOT): a web application for visualizing, modifying and annotating phylogenetic trees",abstract,requiring,1,18,0.05555555555555555,1,2.3010299956639813,0.12783499975911006
58,web application,"Tree Visualization By One Table (tvBOT): a web application for visualizing, modifying and annotating phylogenetic trees",abstract,redundant,1,18,0.05555555555555555,1,2.3010299956639813,0.12783499975911006
61,web application,Coronapp: A web application to annotate and monitor SARS‐CoV‐2 mutations,title,coronapp,1,8,0.125,1,2.3010299956639813,0.28762874945799766
61,web application,Coronapp: A web application to annotate and monitor SARS‐CoV‐2 mutations,title,web,1,8,0.125,49,0.6108339156354675,0.07635423945443344
61,web application,Coronapp: A web application to annotate and monitor SARS‐CoV‐2 mutations,title,application,1,8,0.125,35,0.7569619513137056,0.0946202439142132
61,web application,Coronapp: A web application to annotate and monitor SARS‐CoV‐2 mutations,title,annotate,1,8,0.125,1,2.3010299956639813,0.28762874945799766
61,web application,Coronapp: A web application to annotate and monitor SARS‐CoV‐2 mutations,title,monitor,1,8,0.125,1,2.3010299956639813,0.28762874945799766
61,web application,Coronapp: A web application to annotate and monitor SARS‐CoV‐2 mutations,title,sars,1,8,0.125,1,2.3010299956639813,0.28762874945799766
61,web application,Coronapp: A web application to annotate and monitor SARS‐CoV‐2 mutations,title,cov,1,8,0.125,1,2.3010299956639813,0.28762874945799766
61,web application,Coronapp: A web application to annotate and monitor SARS‐CoV‐2 mutations,title,mutations,1,8,0.125,1,2.3010299956639813,0.28762874945799766
61,web application,Coronapp: A web application to annotate and monitor SARS‐CoV‐2 mutations,abstract,overcome,1,21,0.047619047619047616,1,2.3010299956639813,0.10957285693638005
61,web application,Coronapp: A web application to annotate and monitor SARS‐CoV‐2 mutations,abstract,these,1,21,0.047619047619047616,9,1.3467874862246563,0.06413273743926934
61,web application,Coronapp: A web application to annotate and monitor SARS‐CoV‐2 mutations,abstract,limitations,1,21,0.047619047619047616,1,2.3010299956639813,0.10957285693638005
61,web application,Coronapp: A web application to annotate and monitor SARS‐CoV‐2 mutations,abstract,we,1,21,0.047619047619047616,27,0.8696662315049939,0.041412677690713995
61,web application,Coronapp: A web application to annotate and monitor SARS‐CoV‐2 mutations,abstract,have,1,21,0.047619047619047616,5,1.6020599913279623,0.07628857101561724
61,web application,Coronapp: A web application to annotate and monitor SARS‐CoV‐2 mutations,abstract,developed,1,21,0.047619047619047616,4,1.6989700043360187,0.08090333353981041
61,web application,Coronapp: A web application to annotate and monitor SARS‐CoV‐2 mutations,abstract,coronapp,1,21,0.047619047619047616,1,2.3010299956639813,0.10957285693638005
61,web application,Coronapp: A web application to annotate and monitor SARS‐CoV‐2 mutations,abstract,web,1,21,0.047619047619047616,49,0.6108339156354675,0.02908732931597464
61,web application,Coronapp: A web application to annotate and monitor SARS‐CoV‐2 mutations,abstract,application,1,21,0.047619047619047616,35,0.7569619513137056,0.03604580720541455
61,web application,Coronapp: A web application to annotate and monitor SARS‐CoV‐2 mutations,abstract,two,1,21,0.047619047619047616,2,2.0,0.09523809523809523
61,web application,Coronapp: A web application to annotate and monitor SARS‐CoV‐2 mutations,abstract,purposes,1,21,0.047619047619047616,1,2.3010299956639813,0.10957285693638005
61,web application,Coronapp: A web application to annotate and monitor SARS‐CoV‐2 mutations,abstract,real,1,21,0.047619047619047616,3,1.8239087409443189,0.08685279718782471
61,web application,Coronapp: A web application to annotate and monitor SARS‐CoV‐2 mutations,abstract,time,1,21,0.047619047619047616,4,1.6989700043360187,0.08090333353981041
61,web application,Coronapp: A web application to annotate and monitor SARS‐CoV‐2 mutations,abstract,tracking,1,21,0.047619047619047616,1,2.3010299956639813,0.10957285693638005
61,web application,Coronapp: A web application to annotate and monitor SARS‐CoV‐2 mutations,abstract,sars,1,21,0.047619047619047616,1,2.3010299956639813,0.10957285693638005
61,web application,Coronapp: A web application to annotate and monitor SARS‐CoV‐2 mutations,abstract,cov,1,21,0.047619047619047616,1,2.3010299956639813,0.10957285693638005
61,web application,Coronapp: A web application to annotate and monitor SARS‐CoV‐2 mutations,abstract,mutational,1,21,0.047619047619047616,1,2.3010299956639813,0.10957285693638005
61,web application,Coronapp: A web application to annotate and monitor SARS‐CoV‐2 mutations,abstract,status,1,21,0.047619047619047616,1,2.3010299956639813,0.10957285693638005
61,web application,Coronapp: A web application to annotate and monitor SARS‐CoV‐2 mutations,abstract,annotation,1,21,0.047619047619047616,1,2.3010299956639813,0.10957285693638005
61,web application,Coronapp: A web application to annotate and monitor SARS‐CoV‐2 mutations,abstract,user,1,21,0.047619047619047616,11,1.2596373105057561,0.05998272907170267
61,web application,Coronapp: A web application to annotate and monitor SARS‐CoV‐2 mutations,abstract,provided,1,21,0.047619047619047616,1,2.3010299956639813,0.10957285693638005
62,web application,Development of interactive biological web applications with R/Shiny,title,development,1,6,0.16666666666666666,10,1.3010299956639813,0.21683833261066354
62,web application,Development of interactive biological web applications with R/Shiny,title,interactive,1,6,0.16666666666666666,2,2.0,0.3333333333333333
62,web application,Development of interactive biological web applications with R/Shiny,title,biological,1,6,0.16666666666666666,2,2.0,0.3333333333333333
62,web application,Development of interactive biological web applications with R/Shiny,title,web,1,6,0.16666666666666666,49,0.6108339156354675,0.10180565260591125
62,web application,Development of interactive biological web applications with R/Shiny,title,applications,1,6,0.16666666666666666,25,0.9030899869919435,0.15051499783199057
62,web application,Development of interactive biological web applications with R/Shiny,title,shiny,1,6,0.16666666666666666,1,2.3010299956639813,0.38350499927733017
62,web application,Development of interactive biological web applications with R/Shiny,abstract,web,5,22,0.22727272727272727,49,0.6108339156354675,0.1388258899171517
62,web application,Development of interactive biological web applications with R/Shiny,abstract,techniques,2,22,0.09090909090909091,2,2.0,0.18181818181818182
62,web application,Development of interactive biological web applications with R/Shiny,abstract,used,1,22,0.045454545454545456,6,1.5228787452803376,0.06922176114910626
62,web application,Development of interactive biological web applications with R/Shiny,abstract,build,2,22,0.09090909090909091,2,2.0,0.18181818181818182
62,web application,Development of interactive biological web applications with R/Shiny,abstract,biological,2,22,0.09090909090909091,2,2.0,0.18181818181818182
62,web application,Development of interactive biological web applications with R/Shiny,abstract,applications,2,22,0.09090909090909091,25,0.9030899869919435,0.08209908972654033
62,web application,Development of interactive biological web applications with R/Shiny,abstract,recent,1,22,0.045454545454545456,5,1.6020599913279623,0.07282090869672556
62,web application,Development of interactive biological web applications with R/Shiny,abstract,studies,1,22,0.045454545454545456,6,1.5228787452803376,0.06922176114910626
62,web application,Development of interactive biological web applications with R/Shiny,abstract,get,1,22,0.045454545454545456,2,2.0,0.09090909090909091
62,web application,Development of interactive biological web applications with R/Shiny,abstract,full,1,22,0.045454545454545456,1,2.3010299956639813,0.10459227253018097
62,web application,Development of interactive biological web applications with R/Shiny,abstract,picture,1,22,0.045454545454545456,1,2.3010299956639813,0.10459227253018097
62,web application,Development of interactive biological web applications with R/Shiny,abstract,utilized,1,22,0.045454545454545456,1,2.3010299956639813,0.10459227253018097
62,web application,Development of interactive biological web applications with R/Shiny,abstract,issues,1,22,0.045454545454545456,5,1.6020599913279623,0.07282090869672556
62,web application,Development of interactive biological web applications with R/Shiny,abstract,servers,1,22,0.045454545454545456,2,2.0,0.09090909090909091
63,web application,Machine learning based diabetes prediction and development of smart web application,title,machine,1,9,0.1111111111111111,54,0.5686362358410126,0.06318180398233474
63,web application,Machine learning based diabetes prediction and development of smart web application,title,learning,1,9,0.1111111111111111,62,0.5086383061657272,0.05651536735174747
63,web application,Machine learning based diabetes prediction and development of smart web application,title,based,1,9,0.1111111111111111,16,1.0969100130080565,0.1218788903342285
63,web application,Machine learning based diabetes prediction and development of smart web application,title,diabetes,1,9,0.1111111111111111,2,2.0,0.2222222222222222
63,web application,Machine learning based diabetes prediction and development of smart web application,title,prediction,1,9,0.1111111111111111,4,1.6989700043360187,0.1887744449262243
63,web application,Machine learning based diabetes prediction and development of smart web application,title,development,1,9,0.1111111111111111,10,1.3010299956639813,0.144558888407109
63,web application,Machine learning based diabetes prediction and development of smart web application,title,smart,1,9,0.1111111111111111,7,1.4559319556497243,0.1617702172944138
63,web application,Machine learning based diabetes prediction and development of smart web application,title,web,1,9,0.1111111111111111,49,0.6108339156354675,0.0678704350706075
63,web application,Machine learning based diabetes prediction and development of smart web application,title,application,1,9,0.1111111111111111,35,0.7569619513137056,0.08410688347930062
63,web application,Machine learning based diabetes prediction and development of smart web application,abstract,we,1,18,0.05555555555555555,27,0.8696662315049939,0.04831479063916633
63,web application,Machine learning based diabetes prediction and development of smart web application,abstract,integrate,1,18,0.05555555555555555,1,2.3010299956639813,0.12783499975911006
63,web application,Machine learning based diabetes prediction and development of smart web application,abstract,model,1,18,0.05555555555555555,13,1.1870866433571445,0.0659492579642858
63,web application,Machine learning based diabetes prediction and development of smart web application,abstract,web,2,18,0.1111111111111111,49,0.6108339156354675,0.0678704350706075
63,web application,Machine learning based diabetes prediction and development of smart web application,abstract,application,1,18,0.05555555555555555,35,0.7569619513137056,0.04205344173965031
63,web application,Machine learning based diabetes prediction and development of smart web application,abstract,using,1,18,0.05555555555555555,16,1.0969100130080565,0.06093944516711425
63,web application,Machine learning based diabetes prediction and development of smart web application,abstract,python,1,18,0.05555555555555555,2,2.0,0.1111111111111111
63,web application,Machine learning based diabetes prediction and development of smart web application,abstract,flask,1,18,0.05555555555555555,1,2.3010299956639813,0.12783499975911006
63,web application,Machine learning based diabetes prediction and development of smart web application,abstract,development,1,18,0.05555555555555555,10,1.3010299956639813,0.0722794442035545
63,web application,Machine learning based diabetes prediction and development of smart web application,abstract,framework,1,18,0.05555555555555555,5,1.6020599913279623,0.08900333285155346
63,web application,Machine learning based diabetes prediction and development of smart web application,abstract,results,1,18,0.05555555555555555,5,1.6020599913279623,0.08900333285155346
63,web application,Machine learning based diabetes prediction and development of smart web application,abstract,study,1,18,0.05555555555555555,14,1.1549019599857433,0.06416121999920796
63,web application,Machine learning based diabetes prediction and development of smart web application,abstract,suggest,1,18,0.05555555555555555,1,2.3010299956639813,0.12783499975911006
63,web application,Machine learning based diabetes prediction and development of smart web application,abstract,appropriate,1,18,0.05555555555555555,2,2.0,0.1111111111111111
63,web application,Machine learning based diabetes prediction and development of smart web application,abstract,preprocessing,1,18,0.05555555555555555,1,2.3010299956639813,0.12783499975911006
63,web application,Machine learning based diabetes prediction and development of smart web application,abstract,pipeline,1,18,0.05555555555555555,1,2.3010299956639813,0.12783499975911006
63,web application,Machine learning based diabetes prediction and development of smart web application,abstract,clinical,1,18,0.05555555555555555,1,2.3010299956639813,0.12783499975911006
64,web application,A systematic literature review on the characteristics and effectiveness of web application vulnerability scanners,title,systematic,1,9,0.1111111111111111,16,1.0969100130080565,0.1218788903342285
64,web application,A systematic literature review on the characteristics and effectiveness of web application vulnerability scanners,title,literature,1,9,0.1111111111111111,10,1.3010299956639813,0.144558888407109
64,web application,A systematic literature review on the characteristics and effectiveness of web application vulnerability scanners,title,review,1,9,0.1111111111111111,24,0.9208187539523752,0.10231319488359725
64,web application,A systematic literature review on the characteristics and effectiveness of web application vulnerability scanners,title,characteristics,1,9,0.1111111111111111,1,2.3010299956639813,0.2556699995182201
64,web application,A systematic literature review on the characteristics and effectiveness of web application vulnerability scanners,title,effectiveness,1,9,0.1111111111111111,2,2.0,0.2222222222222222
64,web application,A systematic literature review on the characteristics and effectiveness of web application vulnerability scanners,title,web,1,9,0.1111111111111111,49,0.6108339156354675,0.0678704350706075
64,web application,A systematic literature review on the characteristics and effectiveness of web application vulnerability scanners,title,application,1,9,0.1111111111111111,35,0.7569619513137056,0.08410688347930062
64,web application,A systematic literature review on the characteristics and effectiveness of web application vulnerability scanners,title,vulnerability,1,9,0.1111111111111111,1,2.3010299956639813,0.2556699995182201
64,web application,A systematic literature review on the characteristics and effectiveness of web application vulnerability scanners,title,scanners,1,9,0.1111111111111111,1,2.3010299956639813,0.2556699995182201
64,web application,A systematic literature review on the characteristics and effectiveness of web application vulnerability scanners,abstract,web,3,18,0.16666666666666666,49,0.6108339156354675,0.10180565260591125
64,web application,A systematic literature review on the characteristics and effectiveness of web application vulnerability scanners,abstract,applications,3,18,0.16666666666666666,25,0.9030899869919435,0.15051499783199057
64,web application,A systematic literature review on the characteristics and effectiveness of web application vulnerability scanners,abstract,theses,1,18,0.05555555555555555,1,2.3010299956639813,0.12783499975911006
64,web application,A systematic literature review on the characteristics and effectiveness of web application vulnerability scanners,abstract,scanners,1,18,0.05555555555555555,1,2.3010299956639813,0.12783499975911006
64,web application,A systematic literature review on the characteristics and effectiveness of web application vulnerability scanners,abstract,have,1,18,0.05555555555555555,5,1.6020599913279623,0.08900333285155346
64,web application,A systematic literature review on the characteristics and effectiveness of web application vulnerability scanners,abstract,capability,1,18,0.05555555555555555,1,2.3010299956639813,0.12783499975911006
64,web application,A systematic literature review on the characteristics and effectiveness of web application vulnerability scanners,abstract,automatically,1,18,0.05555555555555555,1,2.3010299956639813,0.12783499975911006
64,web application,A systematic literature review on the characteristics and effectiveness of web application vulnerability scanners,abstract,evaluating,1,18,0.05555555555555555,3,1.8239087409443189,0.10132826338579548
64,web application,A systematic literature review on the characteristics and effectiveness of web application vulnerability scanners,abstract,security,1,18,0.05555555555555555,29,0.8386319977650251,0.04659066654250139
64,web application,A systematic literature review on the characteristics and effectiveness of web application vulnerability scanners,abstract,analysts,1,18,0.05555555555555555,1,2.3010299956639813,0.12783499975911006
64,web application,A systematic literature review on the characteristics and effectiveness of web application vulnerability scanners,abstract,discover,1,18,0.05555555555555555,1,2.3010299956639813,0.12783499975911006
64,web application,A systematic literature review on the characteristics and effectiveness of web application vulnerability scanners,abstract,vulnerabilities,1,18,0.05555555555555555,1,2.3010299956639813,0.12783499975911006
64,web application,A systematic literature review on the characteristics and effectiveness of web application vulnerability scanners,abstract,however,1,18,0.05555555555555555,2,2.0,0.1111111111111111
64,web application,A systematic literature review on the characteristics and effectiveness of web application vulnerability scanners,abstract,these,1,18,0.05555555555555555,9,1.3467874862246563,0.0748215270124809
65,web application,"ATON: An open-source framework for creating immersive, collaborative and liquid web-apps for cultural heritage",title,aton,1,12,0.08333333333333333,1,2.3010299956639813,0.19175249963866509
65,web application,"ATON: An open-source framework for creating immersive, collaborative and liquid web-apps for cultural heritage",title,open,1,12,0.08333333333333333,7,1.4559319556497243,0.12132766297081035
65,web application,"ATON: An open-source framework for creating immersive, collaborative and liquid web-apps for cultural heritage",title,source,1,12,0.08333333333333333,4,1.6989700043360187,0.14158083369466823
65,web application,"ATON: An open-source framework for creating immersive, collaborative and liquid web-apps for cultural heritage",title,framework,1,12,0.08333333333333333,5,1.6020599913279623,0.13350499927733017
65,web application,"ATON: An open-source framework for creating immersive, collaborative and liquid web-apps for cultural heritage",title,creating,1,12,0.08333333333333333,1,2.3010299956639813,0.19175249963866509
65,web application,"ATON: An open-source framework for creating immersive, collaborative and liquid web-apps for cultural heritage",title,immersive,1,12,0.08333333333333333,1,2.3010299956639813,0.19175249963866509
65,web application,"ATON: An open-source framework for creating immersive, collaborative and liquid web-apps for cultural heritage",title,collaborative,1,12,0.08333333333333333,1,2.3010299956639813,0.19175249963866509
65,web application,"ATON: An open-source framework for creating immersive, collaborative and liquid web-apps for cultural heritage",title,liquid,1,12,0.08333333333333333,1,2.3010299956639813,0.19175249963866509
65,web application,"ATON: An open-source framework for creating immersive, collaborative and liquid web-apps for cultural heritage",title,web,1,12,0.08333333333333333,49,0.6108339156354675,0.050902826302955624
65,web application,"ATON: An open-source framework for creating immersive, collaborative and liquid web-apps for cultural heritage",title,apps,1,12,0.08333333333333333,20,1.0,0.08333333333333333
65,web application,"ATON: An open-source framework for creating immersive, collaborative and liquid web-apps for cultural heritage",title,cultural,1,12,0.08333333333333333,1,2.3010299956639813,0.19175249963866509
65,web application,"ATON: An open-source framework for creating immersive, collaborative and liquid web-apps for cultural heritage",title,heritage,1,12,0.08333333333333333,1,2.3010299956639813,0.19175249963866509
65,web application,"ATON: An open-source framework for creating immersive, collaborative and liquid web-apps for cultural heritage",abstract,web,3,20,0.15,49,0.6108339156354675,0.09162508734532013
65,web application,"ATON: An open-source framework for creating immersive, collaborative and liquid web-apps for cultural heritage",abstract,browsers,1,20,0.05,1,2.3010299956639813,0.11505149978319906
65,web application,"ATON: An open-source framework for creating immersive, collaborative and liquid web-apps for cultural heritage",abstract,available,1,20,0.05,8,1.3979400086720377,0.06989700043360189
65,web application,"ATON: An open-source framework for creating immersive, collaborative and liquid web-apps for cultural heritage",abstract,virtually,1,20,0.05,1,2.3010299956639813,0.11505149978319906
65,web application,"ATON: An open-source framework for creating immersive, collaborative and liquid web-apps for cultural heritage",abstract,all,1,20,0.05,5,1.6020599913279623,0.08010299956639812
65,web application,"ATON: An open-source framework for creating immersive, collaborative and liquid web-apps for cultural heritage",abstract,computing,1,20,0.05,3,1.8239087409443189,0.09119543704721594
65,web application,"ATON: An open-source framework for creating immersive, collaborative and liquid web-apps for cultural heritage",abstract,applications,2,20,0.1,25,0.9030899869919435,0.09030899869919436
65,web application,"ATON: An open-source framework for creating immersive, collaborative and liquid web-apps for cultural heritage",abstract,apps,1,20,0.05,20,1.0,0.05
65,web application,"ATON: An open-source framework for creating immersive, collaborative and liquid web-apps for cultural heritage",abstract,any,1,20,0.05,2,2.0,0.1
65,web application,"ATON: An open-source framework for creating immersive, collaborative and liquid web-apps for cultural heritage",abstract,device,1,20,0.05,2,2.0,0.1
65,web application,"ATON: An open-source framework for creating immersive, collaborative and liquid web-apps for cultural heritage",abstract,anywhere,1,20,0.05,1,2.3010299956639813,0.11505149978319906
65,web application,"ATON: An open-source framework for creating immersive, collaborative and liquid web-apps for cultural heritage",abstract,long,1,20,0.05,1,2.3010299956639813,0.11505149978319906
65,web application,"ATON: An open-source framework for creating immersive, collaborative and liquid web-apps for cultural heritage",abstract,internet,1,20,0.05,3,1.8239087409443189,0.09119543704721594
65,web application,"ATON: An open-source framework for creating immersive, collaborative and liquid web-apps for cultural heritage",abstract,local,1,20,0.05,2,2.0,0.1
65,web application,"ATON: An open-source framework for creating immersive, collaborative and liquid web-apps for cultural heritage",abstract,network,1,20,0.05,3,1.8239087409443189,0.09119543704721594
65,web application,"ATON: An open-source framework for creating immersive, collaborative and liquid web-apps for cultural heritage",abstract,connection,1,20,0.05,1,2.3010299956639813,0.11505149978319906
65,web application,"ATON: An open-source framework for creating immersive, collaborative and liquid web-apps for cultural heritage",abstract,present,1,20,0.05,5,1.6020599913279623,0.08010299956639812
66,web application,Security testing of web applications: A systematic mapping of the literature,title,security,1,7,0.14285714285714285,29,0.8386319977650251,0.11980457110928928
66,web application,Security testing of web applications: A systematic mapping of the literature,title,testing,1,7,0.14285714285714285,3,1.8239087409443189,0.2605583915634741
66,web application,Security testing of web applications: A systematic mapping of the literature,title,web,1,7,0.14285714285714285,49,0.6108339156354675,0.08726198794792393
66,web application,Security testing of web applications: A systematic mapping of the literature,title,applications,1,7,0.14285714285714285,25,0.9030899869919435,0.12901285528456335
66,web application,Security testing of web applications: A systematic mapping of the literature,title,systematic,1,7,0.14285714285714285,16,1.0969100130080565,0.15670143042972234
66,web application,Security testing of web applications: A systematic mapping of the literature,title,mapping,1,7,0.14285714285714285,2,2.0,0.2857142857142857
66,web application,Security testing of web applications: A systematic mapping of the literature,title,literature,1,7,0.14285714285714285,10,1.3010299956639813,0.1858614279519973
66,web application,Security testing of web applications: A systematic mapping of the literature,abstract,review,1,21,0.047619047619047616,24,0.9208187539523752,0.04384851209297025
66,web application,Security testing of web applications: A systematic mapping of the literature,abstract,paper,1,21,0.047619047619047616,4,1.6989700043360187,0.08090333353981041
66,web application,Security testing of web applications: A systematic mapping of the literature,abstract,provides,1,21,0.047619047619047616,6,1.5228787452803376,0.07251803548953989
66,web application,Security testing of web applications: A systematic mapping of the literature,abstract,overview,1,21,0.047619047619047616,6,1.5228787452803376,0.07251803548953989
66,web application,Security testing of web applications: A systematic mapping of the literature,abstract,web,2,21,0.09523809523809523,49,0.6108339156354675,0.05817465863194928
